period,fill,run,quality,comment,IR (kHz),mu,/
LHC24as,10401,560374,good,inconsistent ROF/TF on FLP186,31.0,,/
LHC24as,10404,560397,time-dep,BAD from 03:45:38 (last 4 seconds): corruption on H1D3F1Z0; run crashed,39.7,,/
LHC24as,10404,560399,bad,wrong orbit on H1D1F0Z3 from SOR; CRU dropped packets,38.8,,/
LHC24as,10404,560401,not part,MFT excluded to recover from the previous issue,34.1,,/
LHC24as,10404,560402,good,,27.5,,/
LHC25aa,10491,562260,good,displaced vertex,,,/
LHC25aa,10491,562262,good,BAD from 10:39; issues with FRED; displaced vertex,,,/
LHC25aa,10491,562266,not part,,,,/
LHC25aa,10491,562272,good,displaced vertex,,,/
LHC25aa,10491,562273,good,displaced vertex,,,/
LHC25aa,10530,562378,good,displaced vertex ,,,/
LHC25ab,10589,562669,good,NOT FOR PHYSICS,,,/
LHC25ab,10589,562671,good,NOT FOR PHYSICS; color run for ITS thus MFT shouldnt have been included; MFT bad from 14:58:51,,,/
LHC25ab,10590,562697,good,NOT FOR PHYSICS,,,/
LHC25ab,10590,562701,good,NOT FOR PHYSICS; no more displaced vertex from this run (or 5th of may),,,/
LHC25ab,10591,562712,good,NOT FOR PHYSICS,,,/
LHC25ab,10606,562805,good,NOT FOR PHYSICS,,,/
LHC25ab,10616,562886,good,NOT FOR PHYSICS,,,/
LHC25ab,10616,562888,good,NOT FOR PHYSICS,,,/
LHC25ab,10623,562931,good,NOT FOR PHYSICS,,,/
LHC25ab,10623,562932,good,NOT FOR PHYSICS,,,/
LHC25ab,10628,562952,good,NOT FOR PHYSICS,,,/
LHC25ab,10628,562953,good,NOT FOR PHYSICS,,,/
LHC25ab,10628,562954,good,NOT FOR PHYSICS,,,/
LHC25ab,10628,562955,good,NOT FOR PHYSICS,,,/
LHC25ab,10629,562965,good,NOT FOR PHYSICS,,,/
LHC25ab,10629,562966,good,NOT FOR PHYSICS,,,/
LHC25ab,10629,562984,good,NOT FOR PHYSICS,,,/
LHC25ab,10629,562985,good,NOT FOR PHYSICS,,,/
LHC25ab,10629,562986,good,NOT FOR PHYSICS,,,/
LHC25ab,10638,563024,good,NOT FOR PHYSICS,,,/
LHC25ab,10638,563025,good,NOT FOR PHYSICS; 3:31  H1D3F1 tr19;20;21;22 stops to give data as well as tr7,,,/
LHC25ab,10639,563039,good,NOT FOR PHYSICS,,,/
LHC25ab,10639,563040,good,NOT FOR PHYSICS,,,/
LHC25ab,10639,563041,good,NOT FOR PHYSICS,,,/
LHC25ab,10640,563056,good,NOT FOR PHYSICS,,,/
LHC25ab,10640,563058,good,NOT FOR PHYSICS; manytimes medium quality thus CR,,,/
LHC25ab,10644,563089,good,NOT FOR PHYSICS,,,/
LHC25ab,10644,563090,good,NOT FOR PHYSICS,,,/
LHC25ab,10644,563095,good,NOT FOR PHYSICS; 06:52:26,,,/
LHC25ab,10644,563096,good,NOT FOR PHYSICS; 09:13:12 medium quality thus CR and then good; 1st zone power cycle in run,,,/
LHC25ab,10645,563125,good,NOT FOR PHYSICS; MFT was stuck at go ready; DCDC were not on,,,/
LHC25ab,10645,563126,good,NOT FOR PHYSICS; 01:34:20 medium quality thus CR and then good,,,/
LHC25ab,10647,563138,good,NOT FOR PHYSICS,,,/
LHC25ac,10649,563182,good,Medium quality : 20:12:53 to 20:17:53; 20:49; 21:14; 21:48; 23:49; 00:08; 00:52; 01:23,,,/
LHC25ac,10649,563183,good,Beam splash 6:46:20 to 6:46:45; 233 chips in errors,,,/
LHC25ac,10650,563197,good,,,,/
LHC25ac,10653,563263,good,READOUT INTERFACE error for MFT in PHYSICS pp at 15:53; FLP186 and 182; no actions taken online; Medium quality : 16:03,,,/
LHC25ac,10653,563264,good,No more READOUT INTERFACE error; Medium quality : 16:42; Beam Splash : 16:39 small,,,/
LHC25ac,10656,563279,good,H0D0F0Z0 was powercycled 10:15 for chips 12 and 16; restored 12 but 16 back in error; Medium quality : 13:20,,,/
LHC25ac,10659,563291,good,H1D2F0Z1 powercycled 23:10 sucessful recovery of 2 chips; Medium quality : 00:01; 02:29; 03:07,,,/
LHC25ac,10663,563317,good, ,,,/
LHC25ac,10665,563335,good,Medium quality : 23:20; 00:21; Power cycling H1D2F0Z1 00:02; H1D2F0Z0 went into error and then reconfigured,,,/
LHC25ac,10665,563336,good,Medium quality : 01:29; 02:40; 05:01; 07:18 two chips reconf didnt succed to bring back good quality H1D3F1Z1 was powercycled ,,,/
LHC25ac,10666,563348,good,Medium quality : 21:37; 22:00; 22:05; 01:56; 4:50 link cruID error from flp183 and zone H1D3F1Z3 powercycled at 6:37,,,/
LHC25ac,10671,563429,good,Medium quality : 01:40; Powercycle at 01:09 H0D1F0Z3 chip 69 constinuously in error before,,,/
LHC25ac,10671,563430,good,Powercycle zone H1D1F0Z0 at 11:58 PC zone  H1D1F0Z1 and H1D0F0Z1 at 8:07; Beam Splash at 11:12 and at 8:31;  255 chips in error drop in data rate from 8:13:15 to 8:13:45;,,,/
LHC25ac,10672,563442,good,Medium quality : 04:36; ,,,/
LHC25ac,10673,563455,good,Medium quality : 12:23; 12:52; 14:52; Powercycle zone H1D0F0Z3 at 15:58; Mini beam splash at 14:14;  ,,,/
LHC25ac,10674,563467,good,MFT crashed the run : first HB orbit mismatch on flp183 for H0D1F0Z3; Medium quality : 00:35; 01:30; 02:24; 05:36; ,,,/
LHC25ac,10675,563484,time-dep,At 13:13 Zone H0D2F1Z3  was in latchup recovered at 13:34; LA MC repro. during that time; Powercycle of zones H0D1F1Z1 and H0D1F0Z2 at 16:20; Medium quality : 10:59,,,/
LHC25ac,10676,563497,good,EOR failure for MFT; Medium quality : 05:48,,,/
LHC25ac,10677,563509,time-dep,Bad quality : 18:53 Zone H0D2F1Z3 went into latchup; limited acceptance from 18:48 to 18:52; Medium quality : 18:28,,,/
LHC25ac,10678,563523,good,Medium quality : 15:21,,,/
LHC25ac,10683,563554,good,on call : readout rate decreases; maybe background,,,/
LHC25ac,10683,563555,good,on call : readout rate decreases; maybe background; no QC plots from 10:33 to 10:44,,,/
LHC25ac,,563581,good,NOT FOR PHYSICS;SPECIAL BACKGROUND RUN,,,/
LHC25ac,10685,563582,good,Powercycle of zone H1D4F0Z0 at 21:12,,,/
LHC25ac,10685,563583,good,Medium quality : 00:07; 00:19; 07:24,,,/
LHC25ac,10689,563598,good,BAD quality from 01:27 (CRU dropped packets),,,/
LHC25ac,10689,563599,good,,,,/
LHC25ac,10690,563611,good,BAD from 18:30:20 (run not stopped before clock transition); Medium quality : 07:43; 09:56; 10:08; 10:28; 11:21; 12:33; 18:03;,,,/
LHC25ac,10691,563622,good,Medium quality : 23:59,,,/
LHC25ac,10696,563680,good,,,,/
LHC25ac,10697,563692,good,8 powercycles between 11:05 and 11:20,,,/
LHC25ac,10697,563694,good,Ladder 4 of H1D3F1 not sending data from 19:28 to 19:44; Ladder 0 of H0D0F0 not sending data from 19:57 to 20:05,,,/
LHC25ac,10701,563706,good,2 link cruID errors BKE ; Medium quality : 03:06; 03:51; 05:54; 09:00; 12:44,,,/
LHC25ac,10702,563717,good,Link cruID at 18:05 on zone with chip 617 recovered in 2 minutes; Medium quality : 19:56; 21:27; BAD from 21:45 following LHC issues,,,/
LHC25ac,10704,563732,good,Medium quality : 05:05; 06:27; 06:35,,,/
LHC25ac,10704,563734,good,RU monitoring went off at around 6:31 AM until 8:30 AM,,,/
LHC25ac,10705,563748,good,,,,/
LHC25ac,10705,563750,good,,,,/
LHC25ac,10705,563751,good,Medium quality : 16:23,,,/
LHC25ac,10709,563848,time-dep,Missing zone H1D0F0Z2 except 2 chips limited acceptance from 05:01 to 05:29; Limited acceptance missing 2 ladders in H0D3F1Z0 in 11:34 - 11:38,,,/
LHC25ac,10709,563860,good,Medium quality : 11:23,,,/
LHC25ac,10713,563889,good,H1D4F0Z0 we decided to power cycle at 8:10,,,/
LHC25ac,10717,563903,good,FRED errors since 05:46; Medium quality : 02:50; 05:17; 05:24,,,/
LHC25ac,10717,563904,good,Medium quality : 09:28; 11:35; 11:45; 12:11,,,/
LHC25ac,10718,563917,good,Powercycle H0D0F1Z3 around 18:30,,,/
LHC25ac,10718,563918,good,Medium quality : 21:20,,,/
LHC25ac,10718,563919,good,Medium quality : 23:07,,,/
LHC25ac,10721,563946,good,Medium quality : 22:24,,,/
LHC25ac,10721,563948,good,Issues at 4:47; Powercycle of H1D3F0Z2 at 4:55,,,/
LHC25ac,10731,563982,good,Medium quality : 16:46; 00:50; Many powercycles from 15:12 to 15:23; 3 powercycles around 23:38 ,,,/
LHC25ac,10732,563995,good,Medim quality : 10:56,,,/
LHC25ac,10732,563996,good,Many powercycles around 12:05; Medium quality : 12:31; 13:05; 15:19; 16:54; 20:59; ,,,/
LHC25ac,10732,563997,good,,,,/
LHC25ac,10732,563998,good,Medium quality : 01:06,,,/
LHC25ac,10732,563999,good,Beam splash at 03:44,,,/
LHC25ad,10779,564250,good,shift in vertex position,,,/
LHC25ad,10779,564251,good,Powercycle differents zone from 08:55 to 09:02,,,/
LHC25ad,10782,564271,time-dep,Link cruID error; 18:08 PC H0D4F1Z3; 2 full ladders in error from 22:00 to 22:05; LA MC repro. during these 5 mins,,,/
LHC25ad,10782,564272,good,Medium quality at 02:12,,,/
LHC25ad,10782,564275,good,Few powercycles between 07:09 to 07:14,,,/
LHC25ad,10785,564297,good,Few powercycles between 20:48 to 21:04,,,/
LHC25ae,10802,564356,good,H0D1F1Z3 unrecoverable since SOR; PC at 04:40 and PC H0D1F0Z2 at 04:46,,,/
LHC25ae,10802,564359,good,,,,/
LHC25ae,10803,564373,good,,,,/
LHC25ae,10803,564374,good,,,,/
LHC25ae,10804,564387,good,,,,/
LHC25ae,10805,564400,good,Run with shifting vertex over time; Medium quality triggered at 06:02,,,/
LHC25ae,10806,564414,good,,,,/
LHC25ae,10807,564430,good,Inconsistent nb of ROFs at 04:13; check it,,,/
LHC25ae,10808,564445,good,,,,/
LHC25af,10813,564468,good,19:18  H0D2F0Z3 powercycled,,,/
LHC25af,10813,564472,good,Medium quality : 00:32,,,/
LHC25ag,10821,564526,good,VdM scan,,,/
LHC25ag,10821,564527,good,FLP errors solved by PC of H0D4F1Z3 at 23:30,,,/
LHC25ag,10824,564540,good,VdM scan,,,/
LHC25ag,10824,564541,good,,,,/
LHC25ag,10824,564545,good,VdM scan,,,/
LHC25ag,10824,564546,good,VdM scan,,,/
LHC25ag,10825,564560,good,,,,/
LHC25ag,10826,564575,good,,,,/
LHC25ag,10827,564586,good,,,,/
LHC25ah,10843,564618,NOT FOR PHYSICS,,,,/
LHC25ah,10845,564631,NOT FOR PHYSICS,,,,/
LHC25ah,10848,564644,NOT FOR PHYSICS,,,,/
LHC25ah,10850,564661,NOT FOR PHYSICS,power cycle zone H1D2F0Z1 at 00:20,,,/
LHC25ah,10850,564662,NOT FOR PHYSICS,,,,/
LHC25ah,10850,564663,NOT FOR PHYSICS,,,,/
LHC25ah,10852,564675,NOT FOR PHYSICS,At 11:57; CRU link 8; LA MC repro from 11:57 to 12:04,,,/
LHC25ah,10852,564676,NOT FOR PHYSICS,,,,/
LHC25ah,10852,564693,NOT FOR PHYSICS,,,,/
LHC25ah,10854,564704,good,Powercycle H1D2F0Z1 at 01:13; beam splash at 02:41; Medium quality : 01:58,,,/
LHC25ah,10855,564716,good,Medium quality : 05:10; 09:43; 10:08,,,/
LHC25ah,10855,564717,good,,,,/
LHC25ah,10857,564734,good,Medium quality : 23:04 ; beam splash at 20:50,,,/
LHC25ah,10857,564735,good,Medium quality : 02:45 ,,,/
LHC25ah,10859,564746,good,Medium quality : 14:47; 15:32; 16:39; ,,,/
LHC25ah,10859,564747,good,Medium quality : 18:26; 20:20,,,/
LHC25ah,10862,564762,good,Medium quality : 04:29; 06:41; 09:10; 09:23; 13:38,,,/
LHC25ah,10862,564763,good,,,,/
LHC25ah,10865,564775,good,,,,/
LHC25ah,10866,564788,good,Medium quality : 08:25; link ID error which crashed the run,,,/
LHC25ah,10866,564789,good,,,,/
LHC25ah,10868,564797,good,Medium quality : 21:46; 01:28; 05:26; 05:48; 09:09; PC of H0D0F1Z3 and H1D0F1Z3 at 22:30; Links 69 and for DE 301 reconfigured at 23:27,,,/
LHC25ah,10871,564848,good,Link cruID at 04:56; no zone indicated so full MFT PC after EOR; beam splash around 01:34,,,/
LHC25ah,10871,564849,good,,,,/
LHC25ah,10874,564877,good,Medium quality : 15:27; 16:07; 16:23; 18:04; 20:01; 23:38,,,/
LHC25ah,10875,564889,good,beam splash at 08:46 PC of H1D0F0Z3 at 10:29; Medium quality : 05:49; 08:35; 10:59; 13:57; 14:52; 15:14; 16:42,,,/
LHC25ah,10876,564900,good,,,,/
LHC25ah,10878,564913,BAD,433 chips in error since SOR; stopped run for full MFT PC,,,/
LHC25ah,10878,564915,not participating,,,,/
LHC25ah,10878,564918,good,PC of H1D0F0Z3 at 10:03; Medium quality : 09:40; 09:45; 09:56; ,,,/
LHC25ah,10883,564953,good,Medium quality : 19:19; 20:10,,,/
LHC25ah,10884,564965,good,Medium quality : 00:11; 05:09,,,/
LHC25ah,10886,564987,good,,,,/
LHC25ah,10887,565007,good,,,,/
LHC25ah,10895,565030,good,,,,/
